OctaveIndex,OctaveValue,AdjustedOctaveValue,NoiseLevel,Timepoint,Frequency
3,-17,-17,85,27,50hz
4,-26,-31,85,27,50hz
5,-15,-21,80,27,50hz
6,2,3,70,27,50hz
7,5,15,70,27,50hz
2,-20,-30,100,28,50hz
3,-30,-30,85,28,50hz
4,-27,-32,85,28,50hz
5,-17,-23,80,28,50hz
6,-3,-5,70,28,50hz
7,4,12,70,28,50hz
2,-19,-28,100,29,50hz
3,-28,-28,85,29,50hz
4,-28,-33,85,29,50hz
5,-20,-28,80,29,50hz
6,0,0,70,29,50hz
7,6,18,70,29,50hz
2,-34,-51,100,30,50hz
3,-16,-16,85,30,50hz
4,-24,-28,85,30,50hz
5,-21,-29,80,30,50hz
6,4,6,70,30,50hz
7,7,21,70,30,50hz
2,-15,-22,100,31,50hz
3,-24,-24,85,31,50hz
4,-27,-32,85,31,50hz
5,-16,-22,80,31,50hz
6,-2,-3,70,31,50hz
7,2,6,70,31,50hz
2,-51,-76,100,32,50hz
3,-26,-26,85,32,50hz
4,-21,-25,85,32,50hz
5,-16,-22,80,32,50hz
6,-3,-5,70,32,50hz
7,3,9,70,32,50hz
2,-19,-28,100,33,50hz
3,-21,-21,85,33,50hz
4,-23,-27,85,33,50hz
5,-20,-28,80,33,50hz
6,-7,-11,70,33,50hz
7,3,9,70,33,50hz
2,-44,-66,100,34,50hz
3,-23,-23,85,34,50hz
4,-23,-27,85,34,50hz
5,-18,-25,80,34,50hz
6,-3,-5,70,34,50hz
7,5,15,70,34,50hz
2,-27,-40,100,35,50hz
3,-25,-25,85,35,50hz
4,-25,-30,85,35,50hz
5,-19,-26,80,35,50hz
6,0,0,70,35,50hz
7,3,9,70,35,50hz
2,-26,-39,100,36,50hz
3,-17,-17,85,36,50hz
4,-22,-26,85,36,50hz
5,-18,-25,80,36,50hz
6,-3,-5,70,36,50hz
7,5,15,70,36,50hz
2,-32,-48,100,37,50hz
3,-28,-28,85,37,50hz
4,-22,-26,85,37,50hz
5,-19,-26,80,37,50hz
6,-2,-3,70,37,50hz
7,5,15,70,37,50hz
2,-16,-24,100,38,50hz
3,-19,-19,85,38,50hz
4,-30,-36,85,38,50hz
5,-17,-23,80,38,50hz
6,-2,-3,70,38,50hz
7,6,18,70,38,50hz
2,-21,-31,100,39,50hz
3,-18,-18,85,39,50hz
4,-26,-31,85,39,50hz
5,-14,-19,80,39,50hz
6,-5,-8,70,39,50hz
7,3,9,70,39,50hz
2,-27,-40,100,40,50hz
3,-32,-32,85,40,50hz
4,-19,-22,85,40,50hz
5,-19,-26,80,40,50hz
6,-7,-11,70,40,50hz
7,3,9,70,40,50hz
2,-20,-30,100,41,50hz
3,-28,-28,85,41,50hz
4,-25,-30,85,41,50hz
5,-15,-21,80,41,50hz
6,-2,-3,70,41,50hz
7,3,9,70,41,50hz
2,-28,-42,100,42,50hz
3,-24,-24,85,42,50hz
4,-26,-31,85,42,50hz
5,-17,-23,80,42,50hz
6,1,1,70,42,50hz
7,6,18,70,42,50hz
2,-20,-30,100,43,50hz
3,-17,-17,85,43,50hz
4,-25,-30,85,43,50hz
5,-21,-29,80,43,50hz
6,1,1,70,43,50hz
7,6,18,70,43,50hz
2,-25,-37,100,44,50hz
3,-37,-37,85,44,50hz
4,-23,-27,85,44,50hz
5,-14,-19,80,44,50hz
6,-2,-3,70,44,50hz
7,5,15,70,44,50hz
2,-17,-25,100,45,50hz
3,-16,-16,85,45,50hz
4,-27,-32,85,45,50hz
5,-18,-25,80,45,50hz
6,-4,-6,70,45,50hz
7,5,15,70,45,50hz
2,-38,-57,100,46,50hz
3,-30,-30,85,46,50hz
4,-22,-26,85,46,50hz
5,-18,-25,80,46,50hz
6,3,5,70,46,50hz
7,3,9,70,46,50hz
2,-23,-34,100,47,50hz
3,-24,-24,85,47,50hz
4,-27,-32,85,47,50hz
5,-16,-22,80,47,50hz
6,0,0,70,47,50hz
7,3,9,70,47,50hz
2,-35,-52,100,48,50hz
3,-22,-22,85,48,50hz
4,-24,-28,85,48,50hz
5,-11,-15,80,48,50hz
6,1,1,70,48,50hz
7,5,15,70,48,50hz
2,-20,-30,100,49,50hz
3,-25,-25,85,49,50hz
4,-29,-34,85,49,50hz
5,-21,-29,80,49,50hz
6,-4,-6,70,49,50hz
7,5,15,70,49,50hz
2,-25,-37,100,50,50hz
3,-26,-26,85,50,50hz
4,-29,-34,85,50,50hz
5,-15,-21,80,50,50hz
6,-3,-5,70,50,50hz
7,6,18,70,50,50hz
2,-23,-51,100,51,50hz
3,-23,-34,85,51,50hz
4,-24,-43,85,51,50hz
5,-18,-37,80,51,50hz
6,0,0,70,51,50hz
7,3,13,70,51,50hz
2,-24,-54,100,52,50hz
3,-23,-34,85,52,50hz
4,-24,-43,85,52,50hz
5,-17,-35,80,52,50hz
6,0,0,70,52,50hz
7,3,13,70,52,50hz
2,-25,-56,100,53,50hz
3,-24,-36,85,53,50hz
4,-27,-48,85,53,50hz
5,-16,-33,80,53,50hz
6,-7,-17,70,53,50hz
7,5,22,70,53,50hz
2,-21,-47,100,54,50hz
3,-23,-34,85,54,50hz
4,-27,-48,85,54,50hz
5,-16,-33,80,54,50hz
6,-2,-5,70,54,50hz
7,5,22,70,54,50hz
2,-35,-78,100,55,50hz
3,-20,-30,85,55,50hz
4,-29,-52,85,55,50hz
5,-20,-42,80,55,50hz
6,0,0,70,55,50hz
7,5,22,70,55,50hz
2,-26,-58,100,56,50hz
3,-28,-42,85,56,50hz
4,-30,-54,85,56,50hz
5,-15,-31,80,56,50hz
6,-2,-5,70,56,50hz
7,1,4,70,56,50hz
2,-22,-49,100,57,50hz
3,-27,-40,85,57,50hz
4,-25,-45,85,57,50hz
5,-19,-39,80,57,50hz
6,-3,-7,70,57,50hz
7,4,18,70,57,50hz
2,-17,-38,100,58,50hz
3,-25,-37,85,58,50hz
4,-24,-43,85,58,50hz
5,-15,-31,80,58,50hz
6,-3,-7,70,58,50hz
7,3,13,70,58,50hz
2,-18,-40,100,59,50hz
3,-25,-37,85,59,50hz
4,-24,-43,85,59,50hz
5,-14,-29,80,59,50hz
6,-3,-7,70,59,50hz
7,4,18,70,59,50hz
2,-36,-81,100,60,50hz
3,-26,-39,85,60,50hz
4,-23,-41,85,60,50hz
5,-16,-33,80,60,50hz
6,0,0,70,60,50hz
7,5,22,70,60,50hz
2,-20,-45,100,61,50hz
3,-22,-33,85,61,50hz
4,-28,-50,85,61,50hz
5,-18,-37,80,61,50hz
6,1,2,70,61,50hz
7,5,22,70,61,50hz
2,-44,-99,100,62,50hz
3,-28,-42,85,62,50hz
4,-26,-46,85,62,50hz
5,-18,-37,80,62,50hz
6,2,5,70,62,50hz
7,5,22,70,62,50hz
2,-20,-45,100,63,50hz
3,-21,-31,85,63,50hz
4,-27,-48,85,63,50hz
5,-20,-42,80,63,50hz
6,-1,-2,70,63,50hz
7,1,4,70,63,50hz
2,-34,-76,100,64,50hz
3,-29,-43,85,64,50hz
4,-29,-52,85,64,50hz
5,-16,-33,80,64,50hz
6,-2,-5,70,64,50hz
7,3,13,70,64,50hz
2,-14,-31,100,65,50hz
3,-34,-51,85,65,50hz
4,-24,-43,85,65,50hz
5,-16,-33,80,65,50hz
6,-1,-2,70,65,50hz
7,5,22,70,65,50hz
2,-21,-47,100,66,50hz
3,-23,-34,85,66,50hz
4,-23,-41,85,66,50hz
5,-16,-33,80,66,50hz
6,-6,-15,70,66,50hz
7,5,22,70,66,50hz
2,-43,-96,100,67,50hz
3,-33,-49,85,67,50hz
4,-25,-45,85,67,50hz
5,-19,-39,80,67,50hz
6,-1,-2,70,67,50hz
7,6,27,70,67,50hz
2,-20,-45,100,68,50hz
3,-30,-45,85,68,50hz
4,-25,-45,85,68,50hz
5,-15,-31,80,68,50hz
6,-2,-5,70,68,50hz
7,-1,-4,70,68,50hz
2,-23,-51,100,69,50hz
3,-33,-49,85,69,50hz
4,-27,-48,85,69,50hz
5,-17,-35,80,69,50hz
6,-2,-5,70,69,50hz
7,5,22,70,69,50hz
2,-29,-65,100,70,50hz
3,-26,-39,85,70,50hz
4,-23,-41,85,70,50hz
5,-19,-39,80,70,50hz
6,-3,-7,70,70,50hz
7,1,4,70,70,50hz
2,-17,-38,100,71,50hz
3,-28,-42,85,71,50hz
4,-28,-50,85,71,50hz
5,-15,-31,80,71,50hz
6,-3,-7,70,71,50hz
7,5,22,70,71,50hz
2,-51,-114,100,72,50hz
3,-21,-31,85,72,50hz
4,-21,-37,85,72,50hz
5,-12,-25,80,72,50hz
6,-1,-2,70,72,50hz
7,4,18,70,72,50hz
2,-28,-63,100,73,50hz
3,-31,-46,85,73,50hz
4,-25,-45,85,73,50hz
5,-17,-35,80,73,50hz
6,2,5,70,73,50hz
7,6,27,70,73,50hz
2,-24,-54,100,74,50hz
3,-19,-28,85,74,50hz
4,-26,-46,85,74,50hz
5,-13,-27,80,74,50hz
6,-2,-5,70,74,50hz
7,6,27,70,74,50hz
2,-23,-51,100,75,50hz
3,-25,-37,85,75,50hz
4,-29,-52,85,75,50hz
5,-18,-37,80,75,50hz
6,1,2,70,75,50hz
7,2,9,70,75,50hz
2,-24,-54,100,76,50hz
3,-33,-49,85,76,50hz
4,-29,-52,85,76,50hz
5,-15,-31,80,76,50hz
6,1,2,70,76,50hz
7,3,13,70,76,50hz
2,-27,-60,100,77,50hz
3,-30,-45,85,77,50hz
4,-26,-46,85,77,50hz
5,-16,-33,80,77,50hz
6,2,5,70,77,50hz
7,5,22,70,77,50hz
2,-25,-56,100,78,50hz
3,-25,-37,85,78,50hz
4,-23,-41,85,78,50hz
5,-17,-35,80,78,50hz
6,-3,-7,70,78,50hz
7,3,13,70,78,50hz
2,-27,-60,100,79,50hz
3,-27,-40,85,79,50hz
4,-29,-52,85,79,50hz
5,-20,-42,80,79,50hz
6,-1,-2,70,79,50hz
7,3,13,70,79,50hz
2,-28,-63,100,80,50hz
3,-25,-37,85,80,50hz
4,-32,-57,85,80,50hz
5,-20,-42,80,80,50hz
6,0,0,70,80,50hz
7,3,13,70,80,50hz
2,-41,-92,100,81,50hz
3,-26,-39,85,81,50hz
4,-26,-46,85,81,50hz
5,-14,-29,80,81,50hz
6,0,0,70,81,50hz
7,5,22,70,81,50hz
2,-24,-54,100,82,50hz
3,-31,-46,85,82,50hz
4,-26,-46,85,82,50hz
5,-13,-27,80,82,50hz
6,-5,-12,70,82,50hz
7,5,22,70,82,50hz
2,-28,-63,100,83,50hz
3,-27,-40,85,83,50hz
4,-24,-43,85,83,50hz
5,-18,-37,80,83,50hz
6,-3,-7,70,83,50hz
7,5,22,70,83,50hz
2,-31,-69,100,84,50hz
3,-23,-34,85,84,50hz
4,-27,-48,85,84,50hz
5,-19,-39,80,84,50hz
6,-1,-2,70,84,50hz
7,5,22,70,84,50hz
2,-21,-47,100,85,50hz
3,-25,-37,85,85,50hz
4,-30,-54,85,85,50hz
5,-21,-44,80,85,50hz
6,-5,-12,70,85,50hz
7,5,22,70,85,50hz
2,-38,-85,100,86,50hz
3,-25,-37,85,86,50hz
4,-28,-50,85,86,50hz
5,-20,-42,80,86,50hz
6,-2,-5,70,86,50hz
7,6,27,70,86,50hz
2,-18,-40,100,87,50hz
3,-28,-42,85,87,50hz
4,-22,-39,85,87,50hz
5,-18,-37,80,87,50hz
6,-4,-10,70,87,50hz
7,7,31,70,87,50hz
2,-16,-36,100,88,50hz
3,-29,-43,85,88,50hz
4,-25,-45,85,88,50hz
5,-18,-37,80,88,50hz
6,-3,-7,70,88,50hz
7,6,27,70,88,50hz
2,-40,-90,100,89,50hz
3,-23,-34,85,89,50hz
4,-26,-46,85,89,50hz
5,-20,-42,80,89,50hz
6,0,0,70,89,50hz
7,6,27,70,89,50hz
2,-27,-60,100,90,50hz
3,-24,-36,85,90,50hz
4,-27,-48,85,90,50hz
5,-21,-44,80,90,50hz
6,-3,-7,70,90,50hz
7,2,9,70,90,50hz
2,-40,-90,100,91,50hz
3,-25,-37,85,91,50hz
4,-23,-41,85,91,50hz
5,-20,-42,80,91,50hz
6,-3,-7,70,91,50hz
7,5,22,70,91,50hz
2,-27,-60,100,92,50hz
3,-30,-45,85,92,50hz
4,-27,-48,85,92,50hz
5,-17,-35,80,92,50hz
6,-2,-5,70,92,50hz
7,-1,-4,70,92,50hz
2,-23,-51,100,93,50hz
3,-32,-48,85,93,50hz
4,-26,-46,85,93,50hz
5,-15,-31,80,93,50hz
6,0,0,70,93,50hz
7,5,22,70,93,50hz
2,-32,-72,100,94,50hz
3,-34,-51,85,94,50hz
4,-26,-46,85,94,50hz
5,-18,-37,80,94,50hz
6,0,0,70,94,50hz
7,4,18,70,94,50hz
2,-17,-38,100,95,50hz
3,-30,-45,85,95,50hz
4,-24,-43,85,95,50hz
5,-17,-35,80,95,50hz
6,0,0,70,95,50hz
7,5,22,70,95,50hz
2,-25,-56,100,96,50hz
3,-29,-43,85,96,50hz
4,-33,-59,85,96,50hz
5,-14,-29,80,96,50hz
6,-2,-5,70,96,50hz
7,6,27,70,96,50hz
2,-17,-38,100,97,50hz
3,-24,-36,85,97,50hz
4,-26,-46,85,97,50hz
5,-15,-31,80,97,50hz
6,-3,-7,70,97,50hz
7,4,18,70,97,50hz
2,-33,-74,100,98,50hz
3,-33,-49,85,98,50hz
4,-32,-57,85,98,50hz
5,-18,-37,80,98,50hz
6,0,0,70,98,50hz
7,5,22,70,98,50hz
2,-22,-49,100,99,50hz
3,-26,-39,85,99,50hz
4,-27,-48,85,99,50hz
5,-22,-46,80,99,50hz
6,0,0,70,99,50hz
7,6,27,70,99,50hz
2,-42,-94,100,100,50hz
3,-34,-51,85,100,50hz
4,-27,-48,85,100,50hz
5,-19,-39,80,100,50hz
6,1,2,70,100,50hz
7,4,18,70,100,50hz
2,-28,-63,100,101,50hz
3,-26,-39,85,101,50hz
4,-29,-52,85,101,50hz
5,-18,-37,80,101,50hz
6,-4,-10,70,101,50hz
7,4,18,70,101,50hz
2,-21,-47,100,102,50hz
3,-30,-45,85,102,50hz
4,-23,-41,85,102,50hz
5,-18,-37,80,102,50hz
6,-5,-12,70,102,50hz
7,5,22,70,102,50hz
2,-32,-72,100,103,50hz
3,-31,-46,85,103,50hz
4,-27,-48,85,103,50hz
5,-21,-44,80,103,50hz
6,0,0,70,103,50hz
7,4,18,70,103,50hz
2,-18,-40,100,104,50hz
3,-18,-27,85,104,50hz
4,-33,-59,85,104,50hz
5,-16,-33,80,104,50hz
6,-1,-2,70,104,50hz
7,3,13,70,104,50hz
2,-36,-81,100,105,50hz
3,-29,-43,85,105,50hz
4,-29,-52,85,105,50hz
5,-16,-33,80,105,50hz
6,1,2,70,105,50hz
7,7,31,70,105,50hz
2,-34,-76,100,106,50hz
3,-29,-43,85,106,50hz
4,-26,-46,85,106,50hz
5,-17,-35,80,106,50hz
6,-2,-5,70,106,50hz
7,1,4,70,106,50hz
2,-32,-72,100,107,50hz
3,-26,-39,85,107,50hz
4,-24,-43,85,107,50hz
5,-19,-39,80,107,50hz
6,-4,-10,70,107,50hz
7,5,22,70,107,50hz
2,-31,-69,100,108,50hz
3,-22,-33,85,108,50hz
4,-28,-50,85,108,50hz
5,-18,-37,80,108,50hz
6,0,0,70,108,50hz
7,5,22,70,108,50hz
2,-20,-45,100,109,50hz
3,-33,-49,85,109,50hz
4,-28,-50,85,109,50hz
5,-15,-31,80,109,50hz
6,-4,-10,70,109,50hz
7,3,13,70,109,50hz
2,-40,-90,100,110,50hz
3,-30,-45,85,110,50hz
4,-29,-52,85,110,50hz
5,-20,-42,80,110,50hz
6,-1,-2,70,110,50hz
7,7,31,70,110,50hz
2,-18,-40,100,111,50hz
3,-30,-45,85,111,50hz
4,-23,-41,85,111,50hz
5,-20,-42,80,111,50hz
6,-3,-7,70,111,50hz
7,0,0,70,111,50hz
2,-23,-51,100,112,50hz
3,-23,-34,85,112,50hz
4,-28,-50,85,112,50hz
5,-14,-29,80,112,50hz
6,-5,-12,70,112,50hz
7,6,27,70,112,50hz
2,-18,-40,100,113,50hz
3,-27,-40,85,113,50hz
4,-24,-43,85,113,50hz
5,-18,-37,80,113,50hz
6,-1,-2,70,113,50hz
7,3,13,70,113,50hz
2,-18,-40,100,114,50hz
3,-25,-37,85,114,50hz
4,-35,-63,85,114,50hz
5,-20,-42,80,114,50hz
6,-4,-10,70,114,50hz
7,5,22,70,114,50hz
2,-25,-56,100,115,50hz
3,-33,-49,85,115,50hz
4,-29,-52,85,115,50hz
5,-16,-33,80,115,50hz
6,-5,-12,70,115,50hz
7,6,27,70,115,50hz
2,-32,-72,100,116,50hz
3,-31,-46,85,116,50hz
4,-26,-46,85,116,50hz
5,-17,-35,80,116,50hz
6,0,0,70,116,50hz
7,7,31,70,116,50hz
2,-16,-36,100,117,50hz
3,-27,-40,85,117,50hz
4,-22,-39,85,117,50hz
5,-18,-37,80,117,50hz
6,-2,-5,70,117,50hz
7,3,13,70,117,50hz
2,-23,-51,100,118,50hz
3,-24,-36,85,118,50hz
4,-26,-46,85,118,50hz
5,-15,-31,80,118,50hz
6,-4,-10,70,118,50hz
7,8,36,70,118,50hz
2,-16,-36,100,119,50hz
3,-23,-34,85,119,50hz
4,-28,-50,85,119,50hz
5,-18,-37,80,119,50hz
6,-3,-7,70,119,50hz
7,5,22,70,119,50hz
2,-21,-47,100,120,50hz
3,-24,-36,85,120,50hz
4,-27,-48,85,120,50hz
5,-22,-46,80,120,50hz
6,-4,-10,70,120,50hz
7,10,45,70,120,50hz
2,-44,-99,100,121,50hz
3,-29,-43,85,121,50hz
4,-28,-50,85,121,50hz
5,-19,-39,80,121,50hz
6,2,5,70,121,50hz
7,7,31,70,121,50hz
2,-22,-49,100,122,50hz
3,-23,-34,85,122,50hz
4,-23,-41,85,122,50hz
5,-13,-27,80,122,50hz
6,3,7,70,122,50hz
7,5,22,70,122,50hz
2,-24,-54,100,123,50hz
3,-28,-42,85,123,50hz
4,-20,-36,85,123,50hz
5,-11,-23,80,123,50hz
6,-1,-2,70,123,50hz
7,6,27,70,123,50hz
2,-17,-38,100,124,50hz
3,-28,-42,85,124,50hz
4,-28,-50,85,124,50hz
5,-19,-39,80,124,50hz
6,-1,-2,70,124,50hz
7,6,27,70,124,50hz
2,-30,-67,100,125,50hz
3,-14,-21,85,125,50hz
4,-17,-30,85,125,50hz
5,-11,-23,80,125,50hz
6,-2,-5,70,125,50hz
7,4,18,70,125,50hz
2,-17,-38,100,126,50hz
3,-31,-46,85,126,50hz
4,-18,-32,85,126,50hz
5,-12,-25,80,126,50hz
6,2,5,70,126,50hz
7,6,27,70,126,50hz
2,-24,-54,100,127,50hz
3,-11,-16,85,127,50hz
4,-22,-39,85,127,50hz
5,-7,-14,80,127,50hz
6,4,10,70,127,50hz
7,7,31,70,127,50hz
2,-32,-72,100,128,50hz
3,-36,-54,85,128,50hz
4,-27,-48,85,128,50hz
5,-20,-42,80,128,50hz
6,0,0,70,128,50hz
7,4,18,70,128,50hz
2,-21,-47,100,129,50hz
3,-19,-28,85,129,50hz
4,-21,-37,85,129,50hz
5,-9,-18,80,129,50hz
6,2,5,70,129,50hz
7,3,13,70,129,50hz
2,-22,-49,100,130,50hz
3,-33,-49,85,130,50hz
4,-28,-50,85,130,50hz
5,-24,-50,80,130,50hz
6,-3,-7,70,130,50hz
7,5,22,70,130,50hz
2,-20,-45,100,131,50hz
3,-28,-42,85,131,50hz
4,-22,-39,85,131,50hz
5,-16,-33,80,131,50hz
6,-1,-2,70,131,50hz
7,6,27,70,131,50hz
